ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.92374,8.13969,5.36541,-0.0285,0.00692,-0.03036,26310,2016-04-03 23:59:25:455
1.88663,8.12951,5.3271,-0.0221,-0.0024,-0.0277,26410,2016-04-03 23:59:25:555
1.92973,8.05829,5.39773,-0.02583,-0.0024,-0.02051,26510,2016-04-03 23:59:25:655
1.89441,8.11634,5.41329,-0.02131,0.00293,-0.0237,26609,2016-04-03 23:59:25:754
1.89022,8.06966,5.45339,-0.00586,-0.00799,-0.02264,26711,2016-04-03 23:59:25:856
1.89022,8.06966,5.45339,-0.00586,-0.00799,-0.02264,26810,2016-04-03 23:59:25:955
1.90818,8.07564,5.40132,0.00293,-0.00826,-0.02423,26910,2016-04-03 23:59:26:055
1.87406,8.10078,5.37438,-0.00879,-0.01198,-0.01784,27010,2016-04-03 23:59:26:155
1.93392,8.08582,5.37738,0.00692,0.00586,-0.02237,27110,2016-04-03 23:59:26:255
1.87765,8.04991,5.21218,0.01997,0.00586,-0.0277,27209,2016-04-03 23:59:26:354
1.82558,8.07325,5.31752,-0.00506,-0.00719,-0.0253,27311,2016-04-03 23:59:26:456
1.82558,8.07325,5.31752,-0.00506,-0.00719,-0.0253,27410,2016-04-03 23:59:26:555
1.88424,8.10677,5.3696,0.00133,-0.00826,-0.02237,27509,2016-04-03 23:59:26:654
1.92374,8.07085,5.37798,0.01198,-0.00826,-0.01758,27609,2016-04-03 23:59:26:754
1.8992,8.10437,5.31393,0.04261,0.00586,-0.0285,27709,2016-04-03 23:59:26:854
1.85491,8.20732,5.30196,0.01971,0.00293,-0.02876,27810,2016-04-03 23:59:26:955
1.90399,8.09779,5.29657,-0.00373,-0.00133,-0.03143,27909,2016-04-03 23:59:27:054
1.90399,8.09779,5.29657,-0.00373,-0.00133,-0.03143,28010,2016-04-03 23:59:27:155
1.89262,8.10078,5.24629,0.01571,0.00293,-0.0277,28109,2016-04-03 23:59:27:254
1.98,8.25521,5.12958,0.01012,-0.01225,-0.02024,28210,2016-04-03 23:59:27:355
1.85491,8.1349,5.22056,-0.02317,-0.00213,-0.02184,28309,2016-04-03 23:59:27:454
1.91117,8.13131,5.26425,-0.03489,0.00133,-0.0237,28411,2016-04-03 23:59:27:556
1.86748,8.1762,5.32051,-0.01545,-0.00107,-0.02423,28509,2016-04-03 23:59:27:654
1.86748,8.1762,5.32051,-0.01545,-0.00107,-0.02423,28609,2016-04-03 23:59:27:754
1.86628,8.11934,5.21278,-0.02104,-0.0032,-0.02477,28710,2016-04-03 23:59:27:855
1.90878,8.14926,5.35104,-0.03329,5.3E-4,-0.02423,28810,2016-04-03 23:59:27:955
1.89381,8.20792,5.29238,-0.03489,-0.00985,-0.0024,28909,2016-04-03 23:59:28:054
1.95546,8.09659,5.29717,0.01625,-0.00213,-0.01465,29011,2016-04-03 23:59:28:156
1.8585,8.1349,5.38875,-0.07057,0.0,-0.0229,29109,2016-04-03 23:59:28:254
2.00754,8.1349,5.4923,0.03382,-0.00959,-0.00692,29209,2016-04-03 23:59:28:354
2.00754,8.1349,5.4923,0.03382,-0.00959,-0.00692,29309,2016-04-03 23:59:28:454
1.96803,8.12173,5.41149,-0.02477,8.0E-4,-0.02663,29409,2016-04-03 23:59:28:554
1.88184,8.10078,5.4516,-0.02663,8.0E-4,-0.01917,29511,2016-04-03 23:59:28:656
1.95187,8.08642,5.51923,0.01065,5.3E-4,-0.0016,29610,2016-04-03 23:59:28:755
1.8567,8.05529,5.23432,0.08309,-0.00586,-0.03356,29710,2016-04-03 23:59:28:855
1.97103,8.10497,5.33608,0.02743,-0.00879,-0.03862,29809,2016-04-03 23:59:28:954
1.97103,8.10497,5.33608,0.02743,-0.00879,-0.03862,29909,2016-04-03 23:59:29:054
1.98838,8.14088,5.33787,0.02503,0.01731,-0.01917,30010,2016-04-03 23:59:29:155
1.89621,8.16543,5.25348,0.00559,0.00133,-0.02024,30109,2016-04-03 23:59:29:254
1.91596,8.11395,5.34206,0.01305,-2.7E-4,-0.03595,30209,2016-04-03 23:59:29:354
1.76153,8.22109,5.06733,-0.29215,0.02796,-0.01731,30309,2016-04-03 23:59:29:454
2.04106,7.73866,5.46417,0.11159,-0.00879,-0.03755,30409,2016-04-03 23:59:29:554
2.04106,7.73866,5.46417,0.11159,-0.00879,-0.03755,30510,2016-04-03 23:59:29:655
2.09612,8.04751,5.38935,0.22584,-0.11931,-0.0514,30609,2016-04-03 23:59:29:754
1.87227,8.2163,5.13197,-0.07111,-0.04128,-0.00719,30709,2016-04-03 23:59:29:854
2.26372,7.88351,5.21936,-0.07856,-0.01411,0.02024,30809,2016-04-03 23:59:29:954
2.11887,8.13011,5.41329,-0.07776,-0.01997,0.01545,30910,2016-04-03 23:59:30:055
2.26192,7.74824,5.5342,-0.34781,-0.48789,-0.03169,31010,2016-04-03 23:59:30:155
2.26192,7.74824,5.5342,-0.34781,-0.48789,-0.03169,31110,2016-04-03 23:59:30:255
2.63242,7.4328,5.27203,-0.08389,-0.09561,-0.01997,31210,2016-04-03 23:59:30:355
2.806,7.62134,5.99388,0.02344,-0.00666,-0.06844,31310,2016-04-03 23:59:30:455
1.70707,8.5078,5.84365,0.87858,0.33156,-0.7329,31409,2016-04-03 23:59:30:554
2.44747,8.37252,4.96019,-0.2823,-0.29002,0.46392,31509,2016-04-03 23:59:30:654
2.44747,8.37252,4.96019,-0.2823,-0.29002,0.46392,31609,2016-04-03 23:59:30:754
2.03088,8.12592,4.68785,-0.33636,0.34887,0.00985,31709,2016-04-03 23:59:30:854
1.82318,8.02477,4.49152,-0.01119,0.08282,-0.15633,31811,2016-04-03 23:59:30:956
1.45388,8.00801,4.74411,-0.19974,-0.09348,-0.00586,31909,2016-04-03 23:59:31:054
1.79445,8.41622,5.32351,-0.19974,-0.09348,-0.00586,32010,2016-04-03 23:59:31:155
1.85192,8.1774,5.14454,-0.09747,0.05539,-5.3E-4,32110,2016-04-03 23:59:31:255
1.83097,8.27915,5.0799,0.04874,-0.06738,-0.12863,32210,2016-04-03 23:59:31:355
1.83097,8.27915,5.0799,0.00692,-0.06152,-0.01571,32310,2016-04-03 23:59:31:455
1.67115,8.33422,5.10863,0.02477,0.00133,-0.08149,32409,2016-04-03 23:59:31:554
1.72383,8.03973,5.14275,0.02237,-0.01385,-0.13848,32510,2016-04-03 23:59:31:655
1.88903,8.18757,4.94163,0.02237,-0.01385,-0.13848,32610,2016-04-03 23:59:31:755
1.85251,8.33721,4.89315,0.16192,-0.06871,-8.0E-4,32709,2016-04-03 23:59:31:854
1.58795,8.02417,4.82611,-0.03755,-0.0221,-0.00107,32809,2016-04-03 23:59:31:954
1.58795,8.02417,4.82611,-0.12597,-0.01465,0.1004,32909,2016-04-03 23:59:32:054
1.93811,8.35397,4.9536,-0.01625,0.01172,-0.01651,33009,2016-04-03 23:59:32:154
2.12007,8.79869,5.41628,-0.18109,0.13609,0.10946,33110,2016-04-03 23:59:32:255
1.82259,7.95234,5.02483,-0.18109,0.13609,0.10946,33209,2016-04-03 23:59:32:354
2.58215,7.77218,6.38294,-0.43276,0.03036,0.19894,33310,2016-04-03 23:59:32:455
2.3529,7.81467,6.10581,-0.00586,-0.11265,-0.04927,33409,2016-04-03 23:59:32:554
2.3529,7.81467,6.10581,-0.03356,-0.05726,0.03169,33510,2016-04-03 23:59:32:655
2.06021,7.91403,5.82449,0.0032,-0.0032,-0.04128,33609,2016-04-03 23:59:32:754
2.15718,7.79971,5.53958,-0.10626,0.00879,-0.00453,33710,2016-04-03 23:59:32:855
2.0249,7.69437,5.68144,-0.10626,0.00879,-0.00453,33809,2016-04-03 23:59:32:954
2.36727,7.45554,6.04835,-0.17657,-0.03542,0.03489,33910,2016-04-03 23:59:33:055
1.93691,7.84281,5.54437,0.17817,-0.02663,-0.05886,34009,2016-04-03 23:59:33:154
1.93691,7.84281,5.54437,-0.08096,-0.00666,-0.01438,34109,2016-04-03 23:59:33:254
2.14221,7.67342,5.93223,-0.0253,2.7E-4,-0.02237,34209,2016-04-03 23:59:33:354
2.20865,7.66863,5.88734,0.01012,0.00133,-0.03196,34309,2016-04-03 23:59:33:454
2.17154,7.69377,5.83287,0.01012,0.00133,-0.03196,34410,2016-04-03 23:59:33:555
2.1488,7.71771,5.85083,0.00692,-0.00932,-0.0221,34510,2016-04-03 23:59:33:655
2.14461,7.70454,5.77721,0.02397,5.3E-4,-0.03382,34609,2016-04-03 23:59:33:754
2.14461,7.70454,5.77721,0.01864,-0.00692,-0.0245,34709,2016-04-03 23:59:33:854
2.16915,7.75183,5.77182,0.00852,-0.00879,-0.02823,34810,2016-04-03 23:59:33:955
2.16376,7.75602,5.80355,0.01545,0.0032,-0.03835,34909,2016-04-03 23:59:34:054
2.1452,7.74704,5.53899,0.01545,0.0032,-0.03835,35009,2016-04-03 23:59:34:154
2.08655,7.78475,5.70897,0.01385,-0.00293,-0.02663,35110,2016-04-03 23:59:34:255
2.13982,7.81467,5.71257,-2.7E-4,-0.00453,-0.01997,35209,2016-04-03 23:59:34:354
2.13982,7.81467,5.71257,-0.00799,-0.00506,-0.02876,35309,2016-04-03 23:59:34:454
2.14221,7.76859,5.71137,-0.01758,-0.00559,-0.0245,35410,2016-04-03 23:59:34:555
2.09134,7.81408,5.68683,-0.03702,-0.00107,-0.01891,35510,2016-04-03 23:59:34:655
2.14101,7.7638,5.74189,-0.03702,-0.00107,-0.01891,35609,2016-04-03 23:59:34:754
2.15538,7.7213,5.78619,-0.02317,0.00133,-0.0221,35709,2016-04-03 23:59:34:854
2.11827,7.73507,5.72394,-0.03249,-0.01332,-0.02423,35809,2016-04-03 23:59:34:954
2.11827,7.73507,5.72394,-0.00666,0.00293,-0.02131,35910,2016-04-03 23:59:35:055
2.19967,7.70873,5.84185,-0.00826,-0.0016,-0.02876,36010,2016-04-03 23:59:35:155
2.11947,7.71352,5.81133,-0.0253,-0.0032,-0.01678,36110,2016-04-03 23:59:35:255
2.147,7.66444,5.84305,-0.0253,-0.0032,-0.01678,36209,2016-04-03 23:59:35:354
2.14401,7.72489,5.81911,0.0,0.00107,-0.02317,36309,2016-04-03 23:59:35:454
2.15358,7.69676,5.7802,-0.01119,-0.00746,-0.02157,36410,2016-04-03 23:59:35:555
2.15358,7.69676,5.7802,-0.0253,-8.0E-4,-0.0221,36510,2016-04-03 23:59:35:655
2.13144,7.68539,5.9879,0.02796,-0.0277,-0.02264,36610,2016-04-03 23:59:35:755
2.16256,7.73507,5.81552,0.03649,-0.00799,-0.02903,36709,2016-04-03 23:59:35:854
2.09193,7.74285,5.81312,0.11425,-0.08309,0.06605,36809,2016-04-03 23:59:35:954
2.26073,7.96431,6.11,0.11425,-0.08309,0.06605,36910,2016-04-03 23:59:36:055
2.10929,7.82305,5.30854,0.00692,0.01678,-0.06365,37009,2016-04-03 23:59:36:154
2.2715,7.64109,6.18243,-0.17976,0.00453,0.01411,37109,2016-04-03 23:59:36:254
2.2715,7.64109,6.18243,0.11531,-0.01758,-0.08282,37209,2016-04-03 23:59:36:354
2.17633,7.85059,5.4917,-0.07989,-0.00799,-0.00852,37310,2016-04-03 23:59:36:455
2.17154,7.78774,5.70598,-0.05619,0.01065,-0.03302,37409,2016-04-03 23:59:36:554
2.1488,7.79971,5.88196,-0.05619,0.01065,-0.03302,37509,2016-04-03 23:59:36:654
2.05782,7.75123,5.61859,0.02104,-0.01039,-0.02823,37610,2016-04-03 23:59:36:755
2.15418,7.76559,5.81192,-0.0269,-0.00107,-0.02264,37710,2016-04-03 23:59:36:855
2.15418,7.76559,5.81192,-0.00373,-8.0E-4,-0.03089,37809,2016-04-03 23:59:36:954
2.1895,7.7207,5.71077,-0.01864,-0.00479,-0.00666,37910,2016-04-03 23:59:37:055
2.09373,7.83862,5.75865,-0.02264,8.0E-4,-0.01891,38009,2016-04-03 23:59:37:154
2.09074,7.75422,5.79217,-0.02264,8.0E-4,-0.01891,38109,2016-04-03 23:59:37:254
2.12485,7.76021,5.79636,-0.03116,2.7E-4,-0.01758,38209,2016-04-03 23:59:37:354
2.05183,7.73806,5.72514,-0.00266,-0.00746,-0.02956,38310,2016-04-03 23:59:37:455
2.05183,7.73806,5.72514,-0.01358,-0.00453,-0.02024,38410,2016-04-03 23:59:37:555
2.10929,7.76739,5.70299,-0.02344,-0.00399,-0.0221,38510,2016-04-03 23:59:37:655
2.12066,7.7213,5.80055,-0.01172,-0.01411,-0.01278,38609,2016-04-03 23:59:37:754
2.11887,7.70933,5.75985,-0.01172,-0.01411,-0.01278,38709,2016-04-03 23:59:37:854
2.16436,7.73387,5.95618,-0.01092,-0.00107,-0.03036,38809,2016-04-03 23:59:37:954
2.10331,7.75003,5.83587,-0.0277,-0.00905,-0.01278,38910,2016-04-03 23:59:38:055
2.10331,7.75003,5.83587,-0.01864,-0.00373,-0.02157,39009,2016-04-03 23:59:38:154
2.12366,7.71651,5.80235,-0.01864,-2.7E-4,-0.02397,39110,2016-04-03 23:59:38:255
2.08774,7.73686,5.89333,0.03196,-0.00453,-0.03196,39210,2016-04-03 23:59:38:355
2.10271,7.77098,5.80414,0.03196,-0.00453,-0.03196,39309,2016-04-03 23:59:38:454
2.15239,7.77996,5.78379,0.01385,-0.00586,-0.01811,39409,2016-04-03 23:59:38:554
2.12845,7.74644,5.72573,0.01678,0.00107,-0.03116,39510,2016-04-03 23:59:38:655
2.12845,7.74644,5.72573,0.01838,-0.0032,-0.0261,39610,2016-04-03 23:59:38:755
2.13204,7.7632,5.72992,0.01917,-0.00852,-0.0261,39709,2016-04-03 23:59:38:854
2.06859,7.83323,5.66887,0.01012,-0.0016,-0.02583,39810,2016-04-03 23:59:38:955
2.19788,7.79492,5.71795,0.01012,-0.0016,-0.02583,39909,2016-04-03 23:59:39:054
2.10331,7.82425,5.66887,0.0,-0.00453,-0.0277,40009,2016-04-03 23:59:39:154
2.13742,7.81647,5.68802,0.01305,-0.00293,-0.0277,40109,2016-04-03 23:59:39:254
2.13742,7.81647,5.68802,0.0237,-0.00586,-0.03249,40209,2016-04-03 23:59:39:354
2.06799,7.87094,5.56173,-0.03649,-8.0E-4,-0.01465,40310,2016-04-03 23:59:39:455
2.09373,7.90087,5.65151,-0.05433,-0.01784,-0.01571,40410,2016-04-03 23:59:39:555
2.13742,7.75781,5.66708,-0.05433,-0.01784,-0.01571,40510,2016-04-03 23:59:39:655
2.07039,7.80929,5.69521,-0.02423,-0.00613,-0.02423,40609,2016-04-03 23:59:39:754
2.10989,7.81108,5.75267,0.00959,-0.0024,-0.01944,40709,2016-04-03 23:59:39:854
2.10989,7.81108,5.75267,2.7E-4,0.01438,-0.02903,40809,2016-04-03 23:59:39:954
2.1458,7.79193,5.68384,-0.05326,-0.00533,-0.01119,40910,2016-04-03 23:59:40:055
2.14401,7.75063,5.85502,0.03169,-0.01092,-0.02796,41009,2016-04-03 23:59:40:154
2.13982,7.7638,5.63296,0.03169,-0.01092,-0.02796,41109,2016-04-03 23:59:40:254
2.09972,7.75123,5.83407,-0.04261,0.01491,-0.01917,41209,2016-04-03 23:59:40:354
2.07338,7.67102,5.66348,0.0261,-0.01838,-0.01971,41309,2016-04-03 23:59:40:454
2.07338,7.67102,5.66348,0.11425,-0.10253,0.12144,41409,2016-04-03 23:59:40:554
1.89022,6.91146,5.97473,-0.06099,0.01332,-0.04767,41509,2016-04-03 23:59:40:654
2.11228,7.63092,5.72813,0.03009,-0.01092,-0.01731,41609,2016-04-03 23:59:40:754
2.27569,7.65546,5.67965,0.03009,-0.01092,-0.01731,41709,2016-04-03 23:59:40:854
2.20985,7.73746,5.77062,-0.01305,0.00852,-0.04048,41809,2016-04-03 23:59:40:954
2.20626,7.70514,5.7407,-0.01997,-0.01119,-0.00266,41910,2016-04-03 23:59:41:055
2.20626,7.70514,5.7407,-0.00213,-0.00586,-0.02557,42010,2016-04-03 23:59:41:155
2.28407,7.77876,5.8227,0.01119,-0.01092,-0.02397,42110,2016-04-03 23:59:41:255
2.20147,7.75841,5.69221,-0.01625,-0.0032,-0.02796,42209,2016-04-03 23:59:41:354
2.26611,7.73626,5.74429,-0.01625,-0.0032,-0.02796,42309,2016-04-03 23:59:41:454
2.25294,7.78175,5.76404,0.00879,-0.00107,-0.02823,42409,2016-04-03 23:59:41:554
2.23559,7.79133,5.66229,0.03063,-0.00852,-0.0221,42509,2016-04-03 23:59:41:654
2.23559,7.79133,5.66229,0.02876,-0.01385,-0.02104,42609,2016-04-03 23:59:41:754
2.25654,7.78415,5.5743,0.04314,-0.00613,-0.0285,42710,2016-04-03 23:59:41:855
2.24935,7.81946,5.69401,0.01305,5.3E-4,-0.03515,42810,2016-04-03 23:59:41:955
2.23858,7.847,5.59824,0.01305,5.3E-4,-0.03515,42909,2016-04-03 23:59:42:054
2.24696,7.84161,5.59046,0.00479,-0.00879,-0.01411,43010,2016-04-03 23:59:42:155
2.26192,7.89308,5.5761,0.01332,0.00107,-0.03116,43109,2016-04-03 23:59:42:254
2.26192,7.89308,5.5761,0.00613,-0.00905,-0.01305,43210,2016-04-03 23:59:42:355
2.22661,7.8865,5.52582,-0.02051,-8.0E-4,-0.0237,43310,2016-04-03 23:59:42:455
2.23379,7.83024,5.51564,-0.04101,0.00266,-0.02423,43410,2016-04-03 23:59:42:555
2.25235,7.85657,5.60004,-0.04101,0.00266,-0.02423,43509,2016-04-03 23:59:42:654
2.26252,7.78475,5.62518,-0.03089,-0.00666,-0.01997,43609,2016-04-03 23:59:42:754
2.23199,7.84281,5.64972,0.00133,-0.01065,-0.01651,43710,2016-04-03 23:59:42:855
2.23199,7.84281,5.64972,-0.02423,-0.00293,-0.02397,43809,2016-04-03 23:59:42:954
2.21703,7.78175,5.72454,-0.04501,-0.01278,-0.00533,43909,2016-04-03 23:59:43:054
2.24516,7.79253,5.75327,-0.01198,-0.00586,-0.02104,44010,2016-04-03 23:59:43:155
2.33195,7.73626,5.67067,-0.00266,-0.00586,-0.02157,44110,2016-04-03 23:59:43:255
2.29245,7.74883,5.67605,-0.00266,-0.00586,-0.02157,44209,2016-04-03 23:59:43:354
2.28527,7.78834,5.71855,-0.01012,-0.00426,-0.02344,44310,2016-04-03 23:59:43:455
2.24516,7.75721,5.67546,0.01811,-0.0016,-0.03116,44410,2016-04-03 23:59:43:555
2.24516,7.75721,5.67546,0.01598,-0.00533,-0.0261,44510,2016-04-03 23:59:43:655
2.30143,7.81647,5.64613,0.02477,-0.00213,-0.03409,44609,2016-04-03 23:59:43:754
2.23858,7.87034,5.72633,-0.00932,0.00107,-0.03063,44709,2016-04-03 23:59:43:854
2.28586,7.80689,5.59046,-0.00932,0.00107,-0.03063,44810,2016-04-03 23:59:43:955
2.25833,7.86495,5.62757,-0.0032,-0.00533,-0.02104,44910,2016-04-03 23:59:44:055
2.20267,7.84939,5.60183,0.00772,-0.00852,-0.02903,45010,2016-04-03 23:59:44:155
2.20267,7.84939,5.60183,0.0016,-0.01598,-0.01811,45110,2016-04-03 23:59:44:255
2.15059,7.70813,5.56472,-0.02024,-0.01332,-0.01039,45210,2016-04-03 23:59:44:355
2.24397,7.86735,5.55455,-0.04181,5.3E-4,-0.00905,45309,2016-04-03 23:59:44:454
2.16316,7.8027,5.62757,-0.04181,5.3E-4,-0.00905,45410,2016-04-03 23:59:44:555
2.28347,7.83263,5.6174,-0.01917,-0.00399,-0.02131,45509,2016-04-03 23:59:44:654
2.2697,7.73806,5.83407,-0.0277,-2.7E-4,-0.02104,45609,2016-04-03 23:59:44:754
2.2697,7.73806,5.83407,-0.00639,0.00506,-0.0277,45710,2016-04-03 23:59:44:855
2.30981,7.78235,5.62338,-0.05779,0.0,-0.02024,45811,2016-04-03 23:59:44:956
2.27689,7.75961,5.68324,-0.05566,-0.00772,-0.00799,45912,2016-04-03 23:59:45:057
2.28886,7.73806,5.8209,-0.05566,-0.00772,-0.00799,46010,2016-04-03 23:59:45:155
2.30322,7.70813,5.73052,-0.00506,-0.00346,-0.02583,46110,2016-04-03 23:59:45:255
2.26252,7.78116,5.77661,-0.01225,-0.00985,-0.02157,46210,2016-04-03 23:59:45:355
2.26252,7.78116,5.77661,0.01891,-2.7E-4,-0.0269,46311,2016-04-03 23:59:45:456
2.25654,7.82425,5.64194,-0.02557,-0.00666,-0.02051,46410,2016-04-03 23:59:45:555
2.27449,7.70215,5.81372,0.03569,-5.3E-4,-0.03409,46509,2016-04-03 23:59:45:654
2.35889,7.73267,5.71616,0.03569,-5.3E-4,-0.03409,46609,2016-04-03 23:59:45:754
2.28347,7.78056,5.48153,0.02077,-0.00506,-0.03302,46709,2016-04-03 23:59:45:854
2.2278,7.80689,5.59705,0.01411,-0.00666,-0.03036,46810,2016-04-03 23:59:45:955
2.2278,7.80689,5.59705,0.00692,-8.0E-4,-0.02796,46909,2016-04-03 23:59:46:054
2.29424,7.82365,5.60842,0.00453,-0.00346,-0.02983,47010,2016-04-03 23:59:46:155
2.25893,7.847,5.61201,0.02743,-0.00533,-0.03382,47109,2016-04-03 23:59:46:254
2.24217,7.85538,5.56293,0.02743,-0.00533,-0.03382,47210,2016-04-03 23:59:46:355
2.24277,7.81707,5.56532,-0.01518,-0.00639,-0.0237,47310,2016-04-03 23:59:46:455
2.27689,7.87513,5.59345,-0.00213,-0.00613,-0.02344,47410,2016-04-03 23:59:46:555
2.27689,7.87513,5.59345,-0.03782,-0.00799,-0.02157,47510,2016-04-03 23:59:46:655
2.28347,7.8039,5.57131,-0.02929,-0.00932,-0.01465,47609,2016-04-03 23:59:46:754
2.20147,7.8446,5.62578,-0.03542,0.0,-0.0245,47710,2016-04-03 23:59:46:855
2.23738,7.77457,5.6976,-0.03542,0.0,-0.0245,47810,2016-04-03 23:59:46:955
2.28467,7.7638,5.71316,-0.03728,-0.00373,-0.01704,47910,2016-04-03 23:59:47:055
2.30502,7.77517,5.71376,-0.01172,-0.00293,-0.02503,48011,2016-04-03 23:59:47:156
2.30502,7.77517,5.71376,-0.00959,-0.00719,-0.02157,48109,2016-04-03 23:59:47:254
2.30083,7.76799,5.7407,-0.00399,-0.0032,-0.01704,48209,2016-04-03 23:59:47:354
2.29724,7.78834,5.6976,-0.01411,8.0E-4,-0.02823,48310,2016-04-03 23:59:47:455
2.29903,7.75542,5.71436,-0.01411,8.0E-4,-0.02823,48410,2016-04-03 23:59:47:555
2.25893,7.78116,5.7,-0.01438,5.3E-4,-0.0229,48510,2016-04-03 23:59:47:655
2.27569,7.77756,5.74249,-0.00985,-0.00186,-0.0253,48610,2016-04-03 23:59:47:755
2.27569,7.77756,5.74249,-0.01305,0.00346,-0.02983,48709,2016-04-03 23:59:47:854
2.33375,7.74405,5.70359,-0.01784,0.00186,-0.02796,48810,2016-04-03 23:59:47:955
2.3116,7.73507,5.70119,-0.00639,-0.00692,-0.0253,48909,2016-04-03 23:59:48:054
2.3134,7.74524,5.71436,-0.00639,-0.00692,-0.0253,49010,2016-04-03 23:59:48:155
2.28407,7.79432,5.69042,0.01305,-0.01145,-0.0253,49111,2016-04-03 23:59:48:256
2.2721,7.78954,5.66289,0.02637,-0.01092,-0.02823,49209,2016-04-03 23:59:48:354
2.2721,7.78954,5.66289,0.01305,-0.00692,-0.0261,49310,2016-04-03 23:59:48:455
2.25175,7.78355,5.6174,0.01225,-0.00399,-0.02823,49409,2016-04-03 23:59:48:554
2.28347,7.80749,5.62518,0.00533,-0.00533,-0.0253,49510,2016-04-03 23:59:48:655
2.2697,7.82365,5.59525,0.00533,-0.00533,-0.0253,49609,2016-04-03 23:59:48:754
2.2314,7.88052,5.71316,0.00692,-0.00666,-0.02477,49710,2016-04-03 23:59:48:855
2.28766,7.84221,5.53958,-0.01518,0.0024,-0.02903,49809,2016-04-03 23:59:48:954
2.28766,7.84221,5.53958,-0.01039,-0.00506,-0.01971,49910,2016-04-03 23:59:49:055
2.27449,7.85358,5.58867,-0.02637,-0.0032,-0.02024,50010,2016-04-03 23:59:49:155
2.28766,7.82006,5.59226,-0.02663,-0.00533,-0.01784,50110,2016-04-03 23:59:49:255
2.24995,7.81408,5.63356,-0.02663,-0.00533,-0.01784,50210,2016-04-03 23:59:49:355
2.29005,7.8045,5.60483,-0.0229,-0.00746,-0.01944,50310,2016-04-03 23:59:49:455
2.27808,7.79133,5.66169,-0.02929,-8.0E-4,-0.0237,50410,2016-04-03 23:59:49:555
2.27808,7.79133,5.66169,-0.02423,-8.0E-4,-0.02264,50509,2016-04-03 23:59:49:654
2.25115,7.78654,5.69162,-0.02184,-8.0E-4,-0.02051,50609,2016-04-03 23:59:49:754
2.25953,7.74943,5.70059,-0.01598,0.0016,-0.02743,50710,2016-04-03 23:59:49:855
2.33195,7.7225,5.69221,-0.01598,0.0016,-0.02743,50810,2016-04-03 23:59:49:955
2.26192,7.73148,5.68024,-0.0245,-0.00559,-0.01332,50910,2016-04-03 23:59:50:055
2.28646,7.77218,5.71975,-0.02397,-0.00293,-0.01571,51010,2016-04-03 23:59:50:155
2.28646,7.77218,5.71975,-0.01305,-0.00453,-0.02557,51110,2016-04-03 23:59:50:255
2.28347,7.73806,5.70419,0.00293,-0.00719,-0.02317,51210,2016-04-03 23:59:50:355
2.26731,7.75961,5.69401,-0.00959,-0.00932,-0.0237,51309,2016-04-03 23:59:50:454
2.27509,7.75602,5.697,-0.00959,-0.00932,-0.0237,51409,2016-04-03 23:59:50:554
2.27748,7.73387,5.71676,0.00133,-0.00506,-0.02876,51510,2016-04-03 23:59:50:655
2.2727,7.77637,5.72035,0.00746,-0.00852,-0.02264,51609,2016-04-03 23:59:50:754
2.2727,7.77637,5.72035,0.01518,-0.00213,-0.02956,51709,2016-04-03 23:59:50:854
2.26851,7.77697,5.66348,0.02423,-0.00559,-0.02956,51810,2016-04-03 23:59:50:955
2.24756,7.84819,5.79576,-0.00426,-0.00266,-0.0269,51909,2016-04-03 23:59:51:054
2.28826,7.8027,5.62578,-0.00426,-0.00266,-0.0269,52009,2016-04-03 23:59:51:154
2.27808,7.85179,5.62039,2.7E-4,-0.00213,-0.02264,52109,2016-04-03 23:59:51:254
2.25354,7.80809,5.61799,0.00213,-0.00213,-0.02876,52209,2016-04-03 23:59:51:354
2.23798,7.87872,5.62518,0.00559,-0.00506,-0.0261,52309,2016-04-03 23:59:51:454
2.23798,7.87872,5.62518,0.00533,-0.00746,-0.0261,52409,2016-04-03 23:59:51:554
2.27569,7.86376,5.54557,-0.01917,-0.00426,-0.01891,52510,2016-04-03 23:59:51:655
2.23379,7.8446,5.55754,-0.01917,-0.00426,-0.01891,52609,2016-04-03 23:59:51:754
2.23738,7.8452,5.5755,-0.01997,-0.00479,-0.0221,52709,2016-04-03 23:59:51:854
2.25713,7.82964,5.6144,-0.02876,-0.00426,-0.02184,52809,2016-04-03 23:59:51:954
2.25713,7.82964,5.6144,-0.02823,-0.01145,-0.01784,52909,2016-04-03 23:59:52:054
2.22421,7.82964,5.62578,-0.0261,0.00186,-0.02796,53010,2016-04-03 23:59:52:155
2.24456,7.77577,5.66169,-0.03222,-0.00107,-0.01917,53109,2016-04-03 23:59:52:254
2.27449,7.76978,5.66109,-0.03222,-0.00107,-0.01917,53210,2016-04-03 23:59:52:355
2.30382,7.79013,5.75985,-0.00932,0.01278,-0.02237,53310,2016-04-03 23:59:52:455
2.24576,7.77218,5.68144,-0.00426,-0.00399,-0.02503,53410,2016-04-03 23:59:52:555
2.24576,7.77218,5.68144,-0.01758,-0.0032,-0.02184,53509,2016-04-03 23:59:52:654
2.26132,7.75183,5.70359,-0.00799,-0.00373,-0.02583,53609,2016-04-03 23:59:52:754
